CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U00305GA1989PLC001009,FIORA SERVICES LIMITED,DORMANT,Public,Company Limited by Shares,"20,000,000.00",NA,05-12-89,Goa,RoC-Goa,NA,GAT NO 810/811 AT VILLAGEWAGHTOLI TALUKA HAWELI PUNE PUNE Maharashtra INDIA 412207,Indian Non-Government Company
U45201GA1989PTC000991,RAJNIL LAND DEVELOPMENT PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,000,000.00","240,300.00",14-08-89,Goa,RoC-Goa,Construction,A/3 GABRIAL APARTMENRS 53ERASMO CARVALHO STREET MARGAO GOA Goa INDIA 403601,Indian Non-Government Company
U28121GA1989PTC000987,KALIKA CYLINDERS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00",200,09-08-89,Goa,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",GAMA BUILDING 1ST FLOORGARDEN SQUARE PANAJI GOA Goa INDIA 403001,Indian Non-Government Company
U32209GA1989PLC000982,GOLD SEAL TELECOMMUNICATION LIMITED,DORMANT,Public,Company Limited by Shares,"1,000,000.00","800,200.00",27-07-89,Goa,RoC-Goa,Manufacturing (Machinery & Equipments),12 PADMAVATI TOWERS18 TH JUNE ROAD PANAJI GOA Goa INDIA 403001,Indian Non-Government Company
U00380GA1989PTC000979,ADVANCED MEDICAL SYSTEMS (INDIA) PVT LTD.,DORMANT,Private,Company Limited by Shares,"500,000.00",NA,11-07-89,Goa,RoC-Goa,NA,"PREMISES OF HINDUSTAN WHOLESALERS, MERANDA HOUSE LEWIS MIRANDA ROAD, MARGAO, GOA. MIRANDA ROAD, MARGAO, GOA. Goa INDIA",Indian Non-Government Company
U29199GA1989PTC000976,GOMANTAK STEEL FABRICATORS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00","41,000.00",09-06-89,Goa,RoC-Goa,Manufacturing (Machinery & Equipments),"HINDALE WADA, BICHOLIM GOA Goa INDIA",Indian Non-Government Company
U31200GA1989PTC000974,PINKY MARINE SERVICES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,500,000.00",NA,24-05-89,Goa,RoC-Goa,Manufacturing (Machinery & Equipments),"FIRST FLOOR,MELQUIDES BUILDINGVASCO DA GAMA, GOA. Goa INDIA",Indian Non-Government Company
U17235GA1989PTC000964,SAMUDRA ROPES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"7,500,000.00","6,535,880.00",10-04-89,Goa,RoC-Goa,Manufacturing (Textiles),NAIK BUILDING1ST FLOOR MARIANO GRACIAS ROAD MARGAO GOA Goa INDIA 403601,Indian Non-Government Company
U74950GA1989PTC000961,PUSHPARTI PACKS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,950,000.00","1,950,000.00",29-03-89,Goa,RoC-Goa,Business Services,"PLOT NO 2TIVIM INDUSTRIAL ESTATE, KASARWADA MAPUSA GOA Goa INDIA 403507",Indian Non-Government Company
U05001GA1989PLC000960,SKYPAK FISHERIES LIMITED,DORMANT,Public,Company Limited by Shares,"11,000,000.00","8,500,000.00",28-03-89,Goa,RoC-Goa,Agriculture and Allied Activities,VISCOUNT PALACEPERNEM GOA Goa INDIA 403512,Indian Non-Government Company
