CIN,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,ROC,DESCRIPTION,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U55101PY2005PTC001896,ARUL INN PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,500000,09-02-05,Pondicherry,RoC-Pondicherry,Trading,"NO.57, UPPUKARA STREET,ARIYANKUPPAM, PONDICHERRY-605007. 605007. Pondicherry INDIA 605007",Indian Non-Government Company
U63011PY2005PTC001897,JAGADISH LOGISTICS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,09-06-05,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications","NO.2, 8TH CROSS STREET,RAINBOW NAGAR, PONDICHERRY-605011. 605011. Pondicherry INDIA 605011",Indian Non-Government Company
U74999PY2005PTC001898,NIRVANA EXPORTS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,09-08-05,Pondicherry,RoC-Pondicherry,Business Services,"NO.1, GANDHI STREET,I CROSS, COLOS NAGAR, PONDICHERRY-605001. 605001. Pondicherry INDIA",Indian Non-Government Company
U55101PY2005PTC001899,GREEN GARDEN RESTAURANT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,500000,09-09-05,Pondicherry,RoC-Pondicherry,Trading,"BALAJI GARDEN,100 FEET ROAD, LAWSPET, PONDICHERRY-605008. 605008. Pondicherry INDIA 605008",Indian Non-Government Company
U24111PY2005PTC001900,BALA MURUGAN CHEMICALS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,400000000,400000000,14-09-05,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.255, TIRUNALLAR ROAD,KARAIKAL-609602. 609602. Pondicherry INDIA 609602",Indian Non-Government Company
U24233PY2005PTC001901,NATURVEDA BIOTECH PRIVATE LIMITED,ACTIVE,PRIV,CLSH,300000,300000,19-09-05,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.79, SAMADANAM STREET,PRIYADARSINI NAGAR GORIMEDU, PONDICHERRY 605006 Pondicherry INDIA 605006",Indian Non-Government Company
U40106PY2005PTC001902,NEPC PONDICHERRY PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,1000000,23-09-05,Pondicherry,RoC-Pondicherry,"Electricity, Gas & Water companies","NO.59/2, KODATHUR VILLAGE,KAKKILAPATTU VIA. PONDICHERRY-605501. 605501. Pondicherry INDIA 605501",Indian Non-Government Company
U65992PY2005PTC001903,MARUTI CHITS AND FINANCE COMPANY PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,350000,23-09-05,Pondicherry,RoC-Pondicherry,Finance,"NO.11, II MAIN ROAD,II FLOOR, RAJAJI NAGAR, AVVAI NAGAR, PONDICHERRY-8. 605008. Pondicherry INDIA 605008",Indian Non-Government Company
U51909PY2005PTC001904,OXYGEN MARKETING INDIA PRIVATE LIMITED,DORMANT,PRIV,CLSH,500000,500000,28-09-05,Pondicherry,RoC-Pondicherry,Trading,"D.NO.MMC/3-1386,GOVT. HOSPITAL JUNCTION, MAHE-673310. 673310. Pondicherry INDIA 673310",Indian Non-Government Company
U72400PY2005PTC001905,ATOMICKA SOFTTECH PRIVATE LIMITED,ACTIVE,PRIV,CLSH,200000,100000,28-09-05,Pondicherry,RoC-Pondicherry,Business Services,"NO.50, KANNAGUY ILLAM,SELLAPERUMALPET, LAWSPET MAIN ROAD, PONDICHERRY-605008. 605008. Pondicherry INDIA 605008",Indian Non-Government Company
U63011PY2005PTC001906,ORBIT EXPRESS CARGO PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,28-09-05,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications","NO.C-3, QUARTERS, TYPE-III,DHANVANDRI NAGAR, KORIMEDU, PONDICHERRY-605009. 605009. Pondicherry INDIA 605009",Indian Non-Government Company
U55101PY2005PTC001907,ROYALE KRISHNA HOTELS AND RESORTS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,10-12-05,Pondicherry,RoC-Pondicherry,Trading,"NO.25, VALLALAR SALAI,KAMARAJ NAGAR, PONDICHERRY-605011. 605011. Pondicherry INDIA 605011",Indian Non-Government Company
U51909PY2005PTC001908,SARATHA LIFESTYLE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,10-12-05,Pondicherry,RoC-Pondicherry,Trading,"NO.135, JAWAHARLAL NEHRU STREEPONDICHERRY-605001. 605001. Pondicherry INDIA 605001",Indian Non-Government Company
U25202PY1994PTC001022,MYLON PACKAGING PRIVATE LIMITED,DORMANT,PRIV,CLSH,2500000,2500000,12-07-94,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","MAIN ROAD, ODIAMPET,VILLIANUR, PONDICHERRY. VILLIANUR, PONDICHERRY. Pondicherry INDIA 605110",Indian Non-Government Company
U99999PY1994PTC001023,HOTEL RAJ DOUAUMONT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,2500000,0,12-08-94,Pondicherry,RoC-Pondicherry,NA,"PLOT NO 88,SINNASUBBARAYAPILLAI STREET, PONDICHERRY-605001 Pondicherry INDIA",Indian Non-Government Company
U99999PY1994PTC001024,AUROKAILASH EXPORTERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,0,12-08-94,Pondicherry,RoC-Pondicherry,NA,"43-A, MISSION STREETPONDICHERRY 605 012 . Pondicherry INDIA",Indian Non-Government Company
U99999PY1994PTC001026,MADUKARAI SPINNERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,NA,15-12-94,Pondicherry,RoC-Pondicherry,NA,"NO.9, MANDAVELI,MADUKARAI, PONDICHERRY-605105. Pondicherry INDIA",Indian Non-Government Company
U99999PY1994PTC001027,CHAMA EXPORTS AND IMPORTS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,300000,0,16-12-94,Pondicherry,RoC-Pondicherry,NA,"4-333, ANYAM GARDENS,YANAM-533464. UNION TERITORY OF PONDICHERRY. Pondicherry INDIA",Indian Non-Government Company
U31401PY1994PLC001028,MARSHALS POWER AND TELECOM (I) LIMITED,DORMANT,PUBC,CLSH,50000000,43882000,23-12-94,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"17,R.S.21/3,SEDARAMPATTU VIL-LAGE MYLAM ROAD VILLIYANUR COMMUNE,PONDICHERRY. Pondicherry INDIA",Indian Non-Government Company
U65992PY1994PLC001030,MOUNT ROAD BENEFIT FUND LIMITED,STRIKE OFF,PUBC,CLSH,100000,0,30-12-94,Pondicherry,RoC-Pondicherry,Finance,"107, MAMA THAMBI MARAIKAYARSTREET (MTM STREET) KARIKKAL PONDICHERRY UT Pondicherry INDIA",Indian Non-Government Company
U65992PY1973PTC000116,SELVAGANAPATHY CHIT FUND AND FINANCE PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,50000,0,03-06-73,Pondicherry,RoC-Pondicherry,Finance,37 PONNAMBALA MUDALIAR STREETMUTHIALPET PONDICHERRY pondicherry Pondicherry INDIA,Indian Non-Government Company
U74996PY1974PTC000122,PONDY BICHROMATES PRIVATE LIMITED,UNDER LIQUIDATION,PRIV,CLSH,1000000,80200,23-07-74,Pondicherry,RoC-Pondicherry,Business Services,Pondicherry INDIA,Indian Non-Government Company
U14102PY1996PTC001239,MORIAH EXPORTS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,312000,07-12-96,Pondicherry,RoC-Pondicherry,Mining & Quarrying,"NO. 41, PERUMAL KOIL STREET,IST FLOOR, PONDICHERRY 605 001 PONDICHERRY 605 001 Pondicherry INDIA 605001",Indian Non-Government Company
U19129PY1994PTC001278,KAUFMANN LEATHER WORKS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,6000000,5606000,01-10-94,Pondicherry,RoC-Pondicherry,Manufacturing (Leather & products thereof),"69,CUDDALORE ROAD MUDALIARPET Pondicherry INDIA 605004",Indian Non-Government Company
U74900PY1975PTC000128,S.A.B. PATEL PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,21-03-75,Pondicherry,RoC-Pondicherry,Business Services,pondicherry Pondicherry INDIA,Indian Non-Government Company
U74997PY1975PTC000129,RATNA PACKAGING COMPLEX PRIVATE LIMITED,DISSOLVED,PRIV,CLSH,150000,150000,30-04-75,Pondicherry,RoC-Pondicherry,Business Services,"OFFICIAL LIQUIDATORHIGH COURT, MADRAS Pondicherry INDIA",Indian Non-Government Company
U74999PY1997PLC001348,KARAIKAL TOWN BENEFIT FUND LIMITED,DORMANT,PUBC,CLSH,500000,181245,30-09-97,Pondicherry,RoC-Pondicherry,Business Services,"HATHIJA COMPLEX,76, MASTHAN PALLI STREET, KARAIKAL-609602 Pondicherry INDIA",Indian Non-Government Company
U65910PY1976PTC000139,KAMALA FINANCE PRIVATE LIMITED,DISSOLVED,PRIV,CLSH,20000,0,31-05-76,Pondicherry,RoC-Pondicherry,Finance,"OFFICIAL LIQUIDATORHIGH COURT, MADRAS DATE OF LIQDN: 07/07/77 Pondicherry INDIA",Indian Non-Government Company
U99999PY1999PTC001467,HOTEL KAPILAKSA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,0,05-12-99,Pondicherry,RoC-Pondicherry,NA,"NO.16 THIRUVALLUVAR STREET,SIVALINGAPURAM, ARIYANKUPPAM, PONDICHERRY 605 007. Pondicherry INDIA",Indian Non-Government Company
U99999PY1999PTC001468,DOMUS PRINTUM PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,200000,NA,17-05-99,Pondicherry,RoC-Pondicherry,NA,"NO.13 KUDAI COMPANY STREET,MUTHIALPET, PONDICHERRY 605 003. Pondicherry INDIA",Indian Non-Government Company
U30006PY1999PTC001469,OHM SHAKTHI COMPUTERS PRIVATE LIMITED,DORMANT,PRIV,CLSH,300000,300000,21-05-99,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),19 VEERABADRASWAMY KOIL STREETLAWSPET PONDICHERRY Pondicherry INDIA,Indian Non-Government Company
L15531PY1977PLC000147,SICA BEWERIES LTD.,AMALGAMATED,PUBC,CLSH,60620000,0,14-10-77,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),AYYANKUTTIPALAYAMMUTHIRAPALAYAM P.O PONDICHERRY 9 605 009. Pondicherry INDIA,Indian Non-Government Company
U31909PY1999PTC001475,SURESOFT SYSTEMS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,3500000,3120000,23-06-99,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"NO 11&12, 3RD CROSSSIVAGANGA NAGAR,ANNA NAGAR PONDICHERRY-605005. CHAVADI PONDICHERRY-605 005. Pondicherry INDIA 605005",Indian Non-Government Company
U51909PY1999PTC001476,SHRIIME EXPORTS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,24-06-99,Pondicherry,RoC-Pondicherry,Trading,"NO.2, 7TH CROSS, FIRST FLOOR,IILANGO NAGAR, PONDICHERRY-605 011. PONDICHERRY-605011. Pondicherry INDIA 605011",Indian Non-Government Company
U60200PY1977PTC000148,LAKSHMI CARRIERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,17-12-77,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications",pondicherry Pondicherry INDIA,Indian Non-Government Company
U27320PY1978PTC000150,EASTCOAST METALS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,01-02-78,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",pondicherry Pondicherry INDIA,Indian Non-Government Company
U14102PY2001PTC001580,ESSEL SAND STONE EXPORT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,26-03-01,Pondicherry,RoC-Pondicherry,Mining & Quarrying,"M.DHAMARAI BUILDINGNO.16,ZAMINDAR GARDEN PONDICHERRY PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U51909PY2001PTC001581,ANTARES TRADING PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,500000,04-03-01,Pondicherry,RoC-Pondicherry,Trading,"NO.14,RUE SURCOUF,PONDICHERRY - 605 001 PONDICHERRY - 605 001 Pondicherry INDIA 605001",Indian Non-Government Company
U74999PY1998PTC001582,PRIMUS ENTERPRISES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2000000,1020000,24-08-98,Pondicherry,RoC-Pondicherry,Business Services,"PLOT NO. B-22&36,PIPDIC INDUSTRIAL ESTATE, SEDARAPET, PONDICHERRY -11. PONDICHERRY - 605 111 Pondicherry INDIA 605111",Indian Non-Government Company
U74999PY1998PTC001583,PIXIE ENTERPRISES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2000000,1020000,10-08-98,Pondicherry,RoC-Pondicherry,Business Services,"R.S.NO.67/1, SEDARABAD MAIN ROAD, OPP. TO MCDOWELL, SEDARAPET, PONDICHERRY. Pondicherry INDIA 605111",Indian Non-Government Company
U27205PY2001PLC001587,VNM JEWEL CRAFTS LIMITED,ACTIVE,PUBC,CLSH,20000000,9500100,04-11-01,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","5/2210/5 BOULEVARD ROADMANJAKKAL MAHE-673 310,PONDICHERRY. MAHE - 673 310 Pondicherry INDIA 673310",Indian Non-Government Company
U14102PY2002PTC001625,MIDWEST GRANITE (PONDICHERRY) PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,200000,NA,18-01-02,Pondicherry,RoC-Pondicherry,NA,"NO.127, BUSSY STREET,PONDICHERRY- 605001 PONDICHERRY - 605 001 Pondicherry INDIA",Indian Non-Government Company
U67200PY2002PTC001628,TIRUMALA TRADE CREDITS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,200000,200000,28-01-02,Pondicherry,RoC-Pondicherry,Finance,"NO.123, VYSIAL STREET,PONDICHERRY - 605 001 PONDICHERRY - 605 001 Pondicherry INDIA 605001",Indian Non-Government Company
U29197PY2002PTC001646,GALACTICA WATER TREATMENT (INDIA) PRIVATE LIMITED,ACTIVE,PRIV,CLSH,4000000,125000,18-04-02,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"No.58, Canteen Street, Pondicherry-1 Pondicherry Pondicherry INDIA 605001",Indian Non-Government Company
U24233PY2002PTC001655,PANCURA PHARMA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,150000,150000,26-07-02,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.4, THIRD CROSS STREET,SATHIA NAGAR, PONDICHERRY - 605 013 PONDICHERRY - 605 013 Pondicherry INDIA 605013",Indian Non-Government Company
U74999PY2003PTC001722,JABS APPLIANCES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,25-09-03,Pondicherry,RoC-Pondicherry,Business Services,"180, VYSIAL STREET,PONDICHERRY-605001. 605001. Pondicherry INDIA 605001",Indian Non-Government Company
U72200PY2003PTC001723,SCS SOFTWARE AND TECHNOLOGIES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,500000,25-09-03,Pondicherry,RoC-Pondicherry,Business Services,"NO.3, II CROSS,ANNA NAGAR, PONDICHERRY-605005. 605005. Pondicherry INDIA 605005",Indian Non-Government Company
U74999PY2003PTC001727,MIRACLE TRADES N TRAVELS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,15-10-03,Pondicherry,RoC-Pondicherry,Business Services,"NO.82, SUBBIAH SALAI,SOUTH BOULWARD [OPP. RLY.STN.] PONDICHERRY-605001. 605001. Pondicherry INDIA 605001",Indian Non-Government Company
U60210PY2003PTC001728,S.V.TRANSPORT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,21-10-03,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications","NO.9, DIROUPADI AMMAN KOIL ST.THATTANCHAVADY & POST, PONDICHERRY-605009. 605009. Pondicherry INDIA 605009",Indian Non-Government Company
U45201PY2003PTC001729,POCKAAR LANDMARK PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,200000,200000,21-10-03,Pondicherry,RoC-Pondicherry,Construction,"NO.8, 8TH CROSS,ANNA NAGAR, PONDICHERRY-605005. 605005. Pondicherry INDIA 605005",Indian Non-Government Company
U74900PY1980PTC000173,TARMAC INDUSTRIES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,20-11-80,Pondicherry,RoC-Pondicherry,Business Services,pondicherry Pondicherry INDIA,Indian Non-Government Company
U36911PY2003PTC001730,PRINCE GOLD CHAINS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,500000,23-10-03,Pondicherry,RoC-Pondicherry,Manufacturing (Others),"MMC.NO.II/792/1,MAHE DESAM, MAHE COMMUNE, MAHE-673310. 673310. Pondicherry INDIA 673310",Indian Non-Government Company
U45401PY2003PTC001736,FRENCEIL SOLUTIONS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,500000,24-11-03,Pondicherry,RoC-Pondicherry,Construction,"NO.41, ROMAN ROLLAND STREET,PONDICHERRY-605001. 605001. Pondicherry INDIA 605001",Indian Non-Government Company
U51395PY2003PTC001737,DIGITAL ELECTRO HOME APPLIANCES PRIVATE LIMITED,DORMANT,PRIV,CLSH,2500000,2500000,28-11-03,Pondicherry,RoC-Pondicherry,Trading,"MMCII,NEW599,HOSPIITAL JUNCTIOON, MAIN ROAD MAHE 673310, MAHE THAHSIL. 673310 Pondicherry INDIA 673310",Indian Non-Government Company
U17121PY1980PTC000175,PONDICHERRY ROLLING MILLS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,31-12-80,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),pondicherry Pondicherry INDIA,Indian Non-Government Company
U21909PY2004PTC001770,CHEMIN CONTROLS AND INSTRUMENTATION PRIVATE LIMITED,ACTIVE,PRIV,CLSH,5000000,5000000,04-01-04,Pondicherry,RoC-Pondicherry,NA,"C-105 & 106, 17TH CROSS,PIPDIC INDUSTRIAL ESTATE, METTUPALAYAM, PONDICHERRY-9. 605009. Pondicherry INDIA 605009",Indian Non-Government Company
U24239PY2004PTC001771,SRII DEVI BIOTECH PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,2500000,2500000,04-07-04,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.7-15, PYDIKONDALA STREET,YANAM-533464. 533464. Pondicherry INDIA 533346",Indian Non-Government Company
U15499PY2004PTC001772,RICH CHETTINAD MASALA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,04-12-04,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),"NO.9, VANNARA STREET,NINAR MANDAPAM, PONDICHERRY-605004. 605004. Pondicherry INDIA 605004",Indian Non-Government Company
U65999PY2004PTC001773,MUTHU FOREX PRIVATE LIMITED,ACTIVE,PRIV,CLSH,4000000,4000000,20-04-04,Pondicherry,RoC-Pondicherry,Finance,NO.161 MISSION STREET PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U92490PY2004PTC001774,DAKSHIN GANGOTHRI RESORTS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,900000,900000,22-04-04,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NO.6, AIRPORT ROAD,NAVAKULAM JUNCTION, LAWSPET, PONDICHERRY-605008. 605008. Pondicherry INDIA 605008",Indian Non-Government Company
U55101PY1981PTC000181,CHUDIWALA HOTELS PRIVATE LIMITED,STRIKE OFF,PRIV,CLAG,2000000,2500,07-10-81,Pondicherry,RoC-Pondicherry,Trading,"2, UPPALAM ROAD PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U65999PY2005PTC001867,ATLANTA FOREX PRIVATE LIMITED,DORMANT,PRIV,CLSH,100000,100000,16-05-05,Pondicherry,RoC-Pondicherry,Finance,"NO.496, M.G. ROAD,PONDICHERRY-605001. 605001. Pondicherry INDIA",Indian Non-Government Company
U25209PY2005PTC001868,SMART POLYMERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,18-05-05,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.16. VPS KOIL STREET,LAWSPET, Pondicherry INDIA 605008",Indian Non-Government Company
U51909PY2005PTC001869,ELAMTHALER NETWORK PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,20-05-05,Pondicherry,RoC-Pondicherry,Trading,"NO.12, WATER TANK STREET,KEEZAGARAGARAM KILLINJIKUPPAM (P.O) VILLIANUR (VIA) PONDY Pondicherry INDIA",Indian Non-Government Company
U85110PY2005PLC001883,RAJIV MEDICAL COLLEGE AND HOSPITALS LIMITED,STRIKE OFF,PUBC,CLSH,150000000,150000000,07-11-05,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NO.12, 2ND MAIN ROAD,BHARATHIDASAN NAGAR, PONDICHERRY 605004. Pondicherry INDIA",Indian Non-Government Company
U74999PY2005PTC001884,PONDICHERRY INSTITUTE OF TOURISM AND TRAINING PRIVATE LIMITED,ACTIVE,PRIV,CLSH,3000000,3000000,22-07-05,Pondicherry,RoC-Pondicherry,Business Services,"NO.5, KURUNJI STREET SOLAI NAGAR, MUTHIALPET PONDICHERRY Pondicherry INDIA 605003",Indian Non-Government Company
U33112PY2005PTC001885,SHETH IMPEX VIVO SOLUTIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,5000000,3900000,22-07-05,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"NO.1, AYYANAR KOIL STREET,RAGAVENDRA NAGAR, THTANCHAVDY, PONDICHERRY-9. 605009. Pondicherry INDIA 605009",Indian Non-Government Company
U72900PY2005PTC001886,EVENTURERS SOLUTIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,22-07-05,Pondicherry,RoC-Pondicherry,Business Services,"RS NO 218/6, E C R MAIN ROAD LAWSPET PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U24292PY2005PLC001887,KUMARAN H.I. LIMITED,ACTIVE,PUBC,CLSH,10000000,510000,26-07-05,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","R.S.NO.91/4 & 91/5,KEEZHAIYUR SOUTH-36, T.R.PATTINAM, KARAIKAL. Pondicherry INDIA",Indian Non-Government Company
U27209PY2005PTC001909,METAL SCOPE INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,5000000,5000000,24-10-05,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","R.S.NO.17/2, 17/5,17/6,17/7,7TH CROSS OMSAKTHI INDL. ESTA SEDARAPET PONDICHERY-605111. 605111. Pondicherry INDIA 605111",Indian Non-Government Company
U72300PY2005PTC001910,IKEUM TECHNO SYSTEMS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,200000,100000,24-10-05,Pondicherry,RoC-Pondicherry,Business Services,"NO.7/24, II STREET,THANTHAI PERIYAR NAGAR, PONDICHERRY-605005. Pondicherry INDIA 605005",Indian Non-Government Company
U45102PY2005PTC001911,NEW SR HOLDINGS INDIA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,530000,530000,26-10-05,Pondicherry,RoC-Pondicherry,Construction,"NO.9, OLD HOSPITAL LANE,BHARATHY MILL STREET, MUDALIARPET, PONDICHERRY-4. 605004. Pondicherry INDIA 605004",Indian Non-Government Company
U45102PY2005PTC001912,K.L. HOLDINGS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,170000,170000,31-10-05,Pondicherry,RoC-Pondicherry,Construction,"NO.5, MARIAMMAN KOIL STREET,SHANMUGAPURAM, PONDICHERRY-605009. 605009. Pondicherry INDIA 605009",Indian Non-Government Company
U65992PY1983PTC000238,SREE VISALATCHY CHIT FUND PVT LTD,UNDER LIQUIDATION,PRIV,CLSH,500000,60000,14-10-83,Pondicherry,RoC-Pondicherry,Finance,98 AUROBINDO STREETPONDICHERRY 605 001 Pondicherry INDIA,Indian Non-Government Company
U21000PY1984PTC000247,MOTHER'S PAPERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,13-02-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)",pondicherry Pondicherry INDIA,Indian Non-Government Company
U74900PY1984PTC000252,STATCO ABROSIVES PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,03-07-84,Pondicherry,RoC-Pondicherry,Business Services,Pondicherry INDIA,Indian Non-Government Company
U17120PY1984PTC000258,SUSEELA SPINNERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,19-04-84,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),Pondicherry INDIA,Indian Non-Government Company
U74999PY1958PTC000031,SOUTH INDIA TRADERS PRIVATE LIMITED,UNDER LIQUIDATION,PRIV,CLSH,500000,15000,20-08-58,Pondicherry,RoC-Pondicherry,Business Services,"OFFICIAL LIQUIDATORHIGH COURT, MADRAS Pondicherry INDIA",Indian Non-Government Company
U99999PY1985PTC000331,20TH CENTURY PHARMECEUTICALS PVT LTD,STRIKE OFF,PRIV,CLSH,200000,NA,06-10-85,Pondicherry,RoC-Pondicherry,NA,"PLOT NO 9KURINJI STREET PUDUPET, LAWSPET PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U17111PY1986SGC000417,PONDICHERRY ASHOK HOTEL CORPORATION LIMITED,ACTIVE,PRIV,CLSH,16000000,16000000,16-06-86,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"R.S.NO 1182-148/2 CHINNA-KALAPET PONDICHERRY-605014 KALAPET,PONDICHERRY-605014 Pondicherry INDIA 605014",State Government Company
U99999PY1990PTC000669,PYG ORGANICS (P) LTD,STRIKE OFF,PRIV,CLSH,1500000,NA,03-01-90,Pondicherry,RoC-Pondicherry,NA,"63-A,8TH CROSSBRINDAVAN COLONY PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U29309PY1989PTC000693,PLASTIC FANS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,2000000,1500000,27-04-89,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"A-103,INDUSTRIAL ESTATE,METTUPALAYAM PONDICHERRY-9. METTUPALAYAM,PONDICHERRY-9. Pondicherry INDIA 605009",Indian Non-Government Company
U19121PY1990PTC000696,MAULIK LEATHER CRAFTS PVT LTD,ACTIVE,PRIV,CLSH,2500000,2500000,29-08-90,Pondicherry,RoC-Pondicherry,Manufacturing (Leather & products thereof),"A 92-94, PIPDIC INDUSTRIALESTATE METTUPALAYAM, PONDICHERRY 9 METTUPALAYAM, PONDICHERRY 9 Pondicherry INDIA 605009",Indian Non-Government Company
U65992PY1964PTC000072,DHANALAKSHMI CHIT FUND PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,10000,0,17-01-64,Pondicherry,RoC-Pondicherry,Finance,pondicherry Pondicherry INDIA,Indian Non-Government Company
U24114PY1991PTC000728,EMPIRE CHEMICALS PVT LTD,STRIKE OFF,PRIV,CLSH,1000000,470020,01-11-91,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","9 & 10 PIPDIC INDUSTRIALESTATE, SEDARAPET, PONDICHERRY 605 101 PONDICHERRY 605 101 Pondicherry INDIA 605101",Indian Non-Government Company
